Gene_ID,Gene_Name,Drug_ID,Drug_Name
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D10627,Esketamine hydrochloride (JAN/USAN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D11299,Apimostinel (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D11414,Troriluzole (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D11415,Troriluzole hydrochloride (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D12214,Esmethadone (USAN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D12215,Esmethadone hydrochloride (USAN);
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D12553,Nevadistinel (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D12554,Risevistinel (USAN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D12702,Tenocyclidine (INN)
hsa:2902,"GRIN1, DEE101, GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1; glutamate ionotropic receptor NMDA type subunit 1",dr:D12788,Dalzanemdor (USAN/INN)
hsa:5530,"PPP3CA, ACCIID, CALN, CALNA, CALNA1, CCN1, CNA1, DEE91, IECEE, IECEE1, PPP2B; protein phosphatase 3 catalytic subunit alpha",dr:D00107,Tacrolimus (USP/INN);
hsa:5530,"PPP3CA, ACCIID, CALN, CALNA, CALNA1, CCN1, CNA1, DEE91, IECEE, IECEE1, PPP2B; protein phosphatase 3 catalytic subunit alpha",dr:D00184,Cyclosporine (USP);
hsa:5530,"PPP3CA, ACCIID, CALN, CALNA, CALNA1, CCN1, CNA1, DEE91, IECEE, IECEE1, PPP2B; protein phosphatase 3 catalytic subunit alpha",dr:D05480,Pimecrolimus (JAN/USAN/INN);
hsa:5530,"PPP3CA, ACCIID, CALN, CALNA, CALNA1, CCN1, CNA1, DEE91, IECEE, IECEE1, PPP2B; protein phosphatase 3 catalytic subunit alpha",dr:D08556,Tacrolimus (INN);
hsa:5530,"PPP3CA, ACCIID, CALN, CALNA, CALNA1, CCN1, CNA1, DEE91, IECEE, IECEE1, PPP2B; protein phosphatase 3 catalytic subunit alpha",dr:D09033,Voclosporin (JAN/USAN/INN);
hsa:5530,"PPP3CA, ACCIID, CALN, CALNA, CALNA1, CCN1, CNA1, DEE91, IECEE, IECEE1, PPP2B; protein phosphatase 3 catalytic subunit alpha",dr:D10983,Ruclosporin (USAN/INN)
hsa:5689,"PSMB1, HC5, NEDMHAL, PMSB1, PSC5; proteasome 20S subunit beta 1",dr:D09640,Marizomib (USAN/INN)
hsa:5689,"PSMB1, HC5, NEDMHAL, PMSB1, PSC5; proteasome 20S subunit beta 1",dr:D10110,Delanzomib (USAN)
hsa:5535,"PPP3R2, PPP3RL; protein phosphatase 3 regulatory subunit B, beta",dr:D00107,Tacrolimus (USP/INN);
hsa:5535,"PPP3R2, PPP3RL; protein phosphatase 3 regulatory subunit B, beta",dr:D00184,Cyclosporine (USP);
hsa:5535,"PPP3R2, PPP3RL; protein phosphatase 3 regulatory subunit B, beta",dr:D05480,Pimecrolimus (JAN/USAN/INN);
hsa:5535,"PPP3R2, PPP3RL; protein phosphatase 3 regulatory subunit B, beta",dr:D08556,Tacrolimus (INN);
hsa:5535,"PPP3R2, PPP3RL; protein phosphatase 3 regulatory subunit B, beta",dr:D09033,Voclosporin (JAN/USAN/INN);
hsa:5535,"PPP3R2, PPP3RL; protein phosphatase 3 regulatory subunit B, beta",dr:D10983,Ruclosporin (USAN/INN)
